[46.885013580] 2021-02-24 21:54:37,241 - INFO - launcher: Starting sanity checks
[46.885013580] 2021-02-24 21:54:37,241 - INFO - launcher: Checking for Python 3.5+
[46.885013580] 2021-02-24 21:54:37,241 - INFO - launcher: Checking console encoding
[46.885013580] 2021-02-24 21:54:37,241 - INFO - launcher: Setting console encoding to UTF-8
[46.885013580] 2021-02-24 21:54:37,241 - INFO - launcher: Ensuring we're in the right environment
[46.885013580] 2021-02-24 21:54:37,241 - INFO - launcher: Adding local bins/ folder to path
[1172.876834869] 2021-02-24 21:54:38,367 - INFO - launcher: Required checks passed.
[1188.480138779] 2021-02-24 21:54:38,383 - INFO - launcher: Optional checks passed.
[1188.480138779] 2021-02-24 21:54:38,383 - INFO - launcher: Moving old musicbot log

######################### PRE-RUN SANITY CHECKS PASSED #########################

[2.3603577613830566] 2021-02-24 21:54:39,555 - INFO - musicbot.config | In config.py::MainThread(2620), line 132 in run_checks: Using i18n: config/i18n/br.json
[6.4795682430267334] 2021-02-24 21:54:43,674 - DEBUG - musicbot.bot | In bot.py::MainThread(2620), line 789 in _scheck_server_permissions: Checking server permissions
[6.4795682430267334] 2021-02-24 21:54:43,674 - DEBUG - musicbot.bot | In bot.py::MainThread(2620), line 793 in _scheck_autoplaylist: Auditing autoplaylist
[6.4795682430267334] 2021-02-24 21:54:43,674 - DEBUG - musicbot.bot | In bot.py::MainThread(2620), line 797 in _scheck_configs: Validating config
[6.4795682430267334] 2021-02-24 21:54:43,674 - DEBUG - musicbot.config | In config.py::MainThread(2620), line 236 in async_validate: Validating options...
[6.4795682430267334] 2021-02-24 21:54:43,674 - DEBUG - musicbot.config | In config.py::MainThread(2620), line 250 in async_validate: Acquired owner id via API
[6.4795682430267334] 2021-02-24 21:54:43,674 - DEBUG - musicbot.bot | In bot.py::MainThread(2620), line 800 in _scheck_configs: Validating permissions config
[6.4795682430267334] 2021-02-24 21:54:43,674 - DEBUG - musicbot.permissions | In permissions.py::MainThread(2620), line 94 in async_validate: Validating permissions...
[6.4795682430267334] 2021-02-24 21:54:43,674 - DEBUG - musicbot.permissions | In permissions.py::MainThread(2620), line 98 in async_validate: Fixing automatic owner group
[6.4795682430267334] 2021-02-24 21:54:43,674 - INFO - musicbot.bot | In bot.py::MainThread(2620), line 968 in on_ready: Connected: 772500735144624149/Dj Michiru Kagemori#0381
[6.4795682430267334] 2021-02-24 21:54:43,674 - WARNING - musicbot.bot | In bot.py::MainThread(2620), line 996 in on_ready: Owner could not be found on any guild (id: 197071176810364928)

[6.4795682430267334] 2021-02-24 21:54:43,674 - INFO - musicbot.bot | In bot.py::MainThread(2620), line 998 in on_ready: Guild List:
[6.4795682430267334] 2021-02-24 21:54:43,674 - INFO - musicbot.bot | In bot.py::MainThread(2620), line 1001 in on_ready:  - ●◇ Braixen's Server ◇●
[6.4951686859130859] 2021-02-24 21:54:43,689 - INFO - musicbot.bot | In bot.py::MainThread(2620), line 1001 in on_ready:  - Kitsune village ™
[6.4951686859130859] 2021-02-24 21:54:43,689 - INFO - musicbot.bot | In bot.py::MainThread(2620), line 1039 in on_ready: Not bound to any text channels
[6.4951686859130859] 2021-02-24 21:54:43,689 - INFO - musicbot.bot | In bot.py::MainThread(2620), line 1065 in on_ready: Not autojoining any voice channels
[6.4951686859130859] 2021-02-24 21:54:43,689 - INFO - musicbot.bot | In bot.py::MainThread(2620), line 266 in _join_startup_channels: Found resumable voice channel ●◇ Braixen's Server ◇●/《🖱》Conversa
[6.4951686859130859] 2021-02-24 21:54:43,689 - INFO - musicbot.bot | In bot.py::MainThread(2620), line 281 in _join_startup_channels: Attempting to join ●◇ Braixen's Server ◇●/《🖱》Conversa
[6.9014825820922852] 2021-02-24 21:54:44,096 - DEBUG - musicbot.bot | In bot.py::MainThread(2620), line 733 in deserialize_queue: Deserializing queue for 407520868768677888
[7.1982541084289551] 2021-02-24 21:54:44,392 - DEBUG - musicbot.bot | In bot.py::MainThread(2620), line 425 in get_player: Created player via deserialization for guild 407520868768677888 with 1 entries
[7.1982541084289551] 2021-02-24 21:54:44,392 - INFO - musicbot.bot | In bot.py::MainThread(2620), line 297 in _join_startup_channels: Joined ●◇ Braixen's Server ◇●/《🖱》Conversa
[7.1982541084289551] 2021-02-24 21:54:44,392 - DEBUG - musicbot.entry | In entry.py::MainThread(2620), line 56 in get_ready_future: Created future for None
[7.1982541084289551] 2021-02-24 21:54:44,392 - INFO - musicbot.entry | In entry.py::MainThread(2620), line 292 in _really_download: Download started: https://youtube.com/watch?v=5c2nqRf1QOY
[8.7451288700103760] 2021-02-24 21:54:45,939 - INFO - musicbot.entry | In entry.py::MainThread(2620), line 302 in _really_download: Download complete: https://youtube.com/watch?v=5c2nqRf1QOY
[8.7451288700103760] 2021-02-24 21:54:45,939 - DEBUG - musicbot.entry | In entry.py::MainThread(2620), line 270 in get_mean_volume: Calculating mean volume of audio_cache\youtube-5c2nqRf1QOY-Rest_Repose_-_Influence_Official_Live_Video_HQ.webm
[8.7607712745666504] 2021-02-24 21:54:45,955 - DEBUG - musicbot.entry | In entry.py::MainThread(2620), line 244 in run_command: Starting asyncio subprocess (<Process 544>) with command: "C:\FFmpeg\bin\ffmpeg" -i "audio_cache\youtube-5c2nqRf1QOY-Rest_Repose_-_Influence_Official_Live_Video_HQ.webm" -af "volumedetect" -f null /dev/null
[10.2764103412628174] 2021-02-24 21:54:47,471 - DEBUG - musicbot.entry | In entry.py::MainThread(2620), line 287 in get_mean_volume: Calculated mean volume as -8.9
[10.2764103412628174] 2021-02-24 21:54:47,471 - FFMPEG - musicbot.player | In player.py::MainThread(2620), line 293 in _play: Creating player with options: -nostdin -af "volume=-0.0dB" audio_cache\youtube-5c2nqRf1QOY-Rest_Repose_-_Influence_Official_Live_Video_HQ.webm
[10.2764103412628174] 2021-02-24 21:54:47,471 - DEBUG - musicbot.player | In player.py::MainThread(2620), line 306 in _play: Playing <musicbot.player.SourcePlaybackCounter object at 0x04F2E5D0> using <discord.voice_client.VoiceClient object at 0x04F1E2B0>
[10.2764103412628174] 2021-02-24 21:54:47,471 - INFO - musicbot.bot | In bot.py::MainThread(2620), line 256 in _autopause: Initial autopause in empty channel
[10.2764103412628174] 2021-02-24 21:54:47,471 - DEBUG - musicbot.bot | In bot.py::MainThread(2620), line 460 in on_player_play: Running on_player_play
[10.2764103412628174] 2021-02-24 21:54:47,471 - DEBUG - musicbot.bot | In bot.py::MainThread(2620), line 709 in serialize_queue: Serializing queue for 407520868768677888
[10.2920098304748535] 2021-02-24 21:54:47,486 - DEBUG - musicbot.bot | In bot.py::MainThread(2620), line 527 in on_player_pause: Running on_player_pause
[19.5215067863464355] 2021-02-24 21:54:56,716 - INFO - musicbot.bot | In bot.py::MainThread(2620), line 2925 in on_voice_state_update: Unpausing in ●◇ Braixen's Server ◇●/《🖱》Conversa
[19.5394978523254395] 2021-02-24 21:54:56,734 - DEBUG - musicbot.bot | In bot.py::MainThread(2620), line 523 in on_player_resume: Running on_player_resume
